id,parent,lat,lon,name,location_type,pm_2.5,temp_f,temp_c,humidity,pressure,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,last_seen,model,adc,rssi,hidden,flagged,downgraded,age,brightness,hardware,version,last_update_check,created,uptime,is_owner,10min_avg,30min_avg,1hour_avg,6hour_avg,1day_avg,1week_avg
14633,,37.275561,-121.964134, Hazelwood canary ,outside,3.07,102.0,38.88888888888889,8.0,1008.09,,,,,,,,,,,,,2020-10-15 20:31:04,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,3.34,3.02,2.62,3.85,6.66,21.7
25999,,30.053808,-95.494643, Villages of Bridgestone AQI,outside,16.16,97.0,36.111111111111114,40.0,1006.84,,,,,,,,,,,,,2020-10-15 20:30:24,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,15.75,15.3,15.21,18.48,18.74,17.81
14091,,37.88362,-122.070087, WC Hillside,outside,0.91,92.0,33.333333333333336,11.0,1003.22,,,,,,,,,,,,,2020-10-15 20:31:09,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,1.09,1.18,1.31,2.91,5.9,28.49
42073,,47.185173,-122.176855,#1,outside,6.47,64.0,17.77777777777778,50.0,1013.89,,,,,,,,,,,,,2020-10-15 20:30:42,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,6.21,5.46,4.97,3.57,3.36,18.67
53069,,47.190197,-122.177992,#2,outside,6.66,77.0,25.0,33.0,1013.72,,,,,,,,,,,,,2020-10-15 20:30:44,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,5.84,5.15,4.73,3.49,3.31,19.81
22751,,36.807377,-119.796109,#ValleyClimate,outside,31.98,91.0,32.77777777777778,26.0,1005.72,,,,,,,,,,,,,2020-10-15 20:31:26,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,30.13,29.47,31.13,32.71,27.41,46.0
2492,,42.714377,-73.202118,'66 Envi Center,outside,6666.0,84.0,28.88888888888889,28.0,987.15,,,,,,,,,,,,,2020-10-15 20:30:14,PMS5003+PMS5003+BME280,,,False,True,False,1,,,,,,,False,7.15,7.61,8.11,12.46,14.87,10.6
30755,,36.737668,-119.778839,'S' St Between Inyo and Mono,outside,26.62,104.0,40.0,15.0,1005.52,,,,,,,,,,,,,2020-10-15 20:30:21,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,25.71,24.66,27.99,32.21,25.4,35.54
26941,,29.957206,-90.021706,(Indoor)The Lower 9th Ward Center for Sustainable Engagement and Development,inside,13.54,90.0,32.22222222222222,39.0,1014.98,,,,,,,,,,,,,2020-10-15 20:30:20,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,12.16,12.6,12.78,10.27,9.35,8.08
18943,,37.78603,-122.393926,(Indoors) Lansing St,inside,1.33,88.0,31.111111111111114,27.0,1006.09,,,,,,,,,,,,,2020-10-15 20:30:46,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.73,1.9,2.23,3.07,2.59,2.81
71861,,37.304252,-121.895133,(Private Residence) Settle Ave,inside,19.66,88.0,31.111111111111114,26.0,1011.73,,,,,,,,,,,,,2020-10-15 20:30:54,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,19.82,16.34,12.11,7.07,14.3,7.74
44563,,34.10921,-117.634656,003 FK Parking Lot,outside,10.76,108.0,42.22222222222222,5.0,967.63,,,,,,,,,,,,,2020-10-15 20:30:43,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,11.24,14.11,17.76,20.7,19.77,28.74
44577,,34.109474,-117.635981,005- FK Shelby Forest,outside,0.0,100.0,37.77777777777778,13.0,969.34,,,,,,,,,,,,,2020-10-15 18:43:06,PMS5003+PMS5003+BME280,,,False,False,False,108,,,,,,,False,0.0,0.0,0.0,0.0,0.0,2.43
51819,,55.820716,-4.072659,01,outside,8.23,55.0,12.777777777777779,51.0,1027.18,,,,,,,,,,,,,2020-10-15 20:29:52,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,7.61,5.75,4.73,3.3,2.64,3.85
51713,,55.820764,-4.072763,02,outside,6.92,56.0,13.333333333333334,52.0,1027.22,,,,,,,,,,,,,2020-10-15 20:30:49,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,7.06,5.38,4.4,3.03,2.29,3.46
64797,,37.788488,-122.263106,1 5th Avenue Marina Bldg 28 @ El 9 Ft,outside,0.42,99.0,37.22222222222222,6.0,1015.75,,,,,,,,,,,,,2020-10-15 20:31:22,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.3,3.13,3.47,7.45,10.14,22.01
76111,,37.850892,-122.487404,1 Channing,inside,0.73,88.0,31.111111111111114,20.0,998.71,,,,,,,,,,,,,2020-10-15 20:30:33,PMS5003+PMS5003+BME280,,,False,True,False,1,,,,,,,False,1.47,1.38,1.33,1.4,2.16,1.63
69629,,38.223993,-122.659176,1 Iverson Way,outside,2.75,100.0,37.77777777777778,8.0,1006.33,,,,,,,,,,,,,2020-10-15 20:30:09,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,2.96,5.65,11.79,17.55,10.34,14.53
72039,,37.792405,-122.397797,1 Pine Street,inside,0.8,92.0,33.333333333333336,21.0,1006.11,,,,,,,,,,,,,2020-10-15 20:31:12,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.71,2.06,2.45,4.22,4.74,7.58
12248,,47.402972,8.613296,1 Ueberlandstrasse 129,outside,9.63,55.0,12.777777777777779,57.0,964.17,,,,,,,,,,,,,2020-10-15 20:29:57,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,9.58,8.74,7.57,7.66,10.39,10.15
10808,,40.507316,-111.899188,1-800 Contacts,outside,0.75,70.0,21.11111111111111,14.0,877.09,,,,,,,,,,,,,2020-10-15 20:30:02,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,0.48,0.5,0.71,1.2,3.11,14.24
67357,,37.38472,-122.20407,10 Alhambra Ct. Portola Valley,outside,3.36,89.0,31.666666666666668,10.0,989.47,,,,,,,,,,,,,2020-10-15 20:30:25,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,3.18,2.56,2.29,3.25,5.61,13.92
11570,,43.235435,-79.863272,10,outside,0.0,90.0,32.22222222222222,34.0,855.94,,,,,,,,,,,,,2020-09-30 11:39:59,PMS5003+PMS5003+BME280,,,False,False,True,22131,,,,,,,False,0.0,0.0,0.04,7.78,16.16,14.18
24709,,34.167005,-118.03768,10,outside,15.44,105.0,40.55555555555556,9.0,987.55,,,,,,,,,,,,,2020-10-15 20:31:25,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,18.65,19.37,18.41,17.91,18.64,39.25
37569,,40.771884,-73.990025,10 West End Avenue,inside,2.93,82.0,27.77777777777778,35.0,1009.81,,,,,,,,,,,,,2020-10-15 20:30:43,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,3.22,3.64,3.84,4.65,6.26,5.44
24993,,45.434752,-75.694492,100 Boteler,inside,1.74,88.0,31.111111111111114,23.0,1028.66,,,,,,,,,,,,,2020-09-20 15:13:00,PMS5003+PMS5003+BME280,,,False,False,False,36318,,,,,,,False,1.72,2.73,6.48,7.97,3.74,3.13
70403,,37.320428,-122.270306,100 Canada Vista,outside,6.14,79.0,26.11111111111111,36.0,997.4,,,,,,,,,,,,,2020-10-15 03:56:15,PMS5003+PMS5003+BME280,,,False,False,False,995,,,,,,,False,6.34,7.34,6.85,5.52,6.36,7.1
47959,,33.767104,-118.198957,100 Oceangate,inside,14.6,78.0,25.555555555555557,40.0,1008.22,,,,,,,,,,,,,2020-10-15 20:31:18,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,15.11,18.45,21.45,18.18,14.63,21.31
42003,,37.988603,-122.105746,1000 Rolling Hill Way,outside,2.09,95.0,35.0,11.0,1008.45,,,,,,,,,,,,,2020-10-15 20:30:53,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.44,2.92,3.83,4.84,7.34,30.09
20747,,37.838977,-122.205489,1000ft Montclair,outside,3.67,96.0,35.55555555555556,13.0,980.46,,,,,,,,,,,,,2020-10-15 20:31:19,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,3.04,2.21,2.05,3.58,6.72,27.34
67135,,37.382863,-122.076632,100WElCamino,inside,2.8,87.0,30.555555555555557,27.0,1012.19,,,,,,,,,,,,,2020-10-15 20:31:28,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.82,2.71,2.8,4.29,5.57,4.69
37077,,37.446829,-122.168242,"101 Alma St, 12th Floor, Palo Alto, CA 94301",outside,5.27,94.0,34.44444444444444,9.0,1010.7,,,,,,,,,,,,,2020-10-15 19:31:48,PMS5003+PMS5003+BME280,,,False,False,False,59,,,,,,,False,3.57,3.49,4.51,11.22,21.67,27.49
61607,,37.460399,-122.18778,102 Encinal Ave.,outside,1.75,87.0,30.555555555555557,16.0,1014.43,,,,,,,,,,,,,2020-10-15 20:30:04,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,2.75,2.71,3.04,5.06,7.2,19.86
14713,,40.791145,-111.863052,1020 North Terrace Hils Drive,inside,0.0,85.0,29.444444444444446,14.0,847.89,,,,,,,,,,,,,2020-10-15 20:30:15,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,0.04,0.83,1.12,0.48,0.48,0.7
52031,,40.431901,-79.898504,1021 Lancaster,outside,7.96,75.0,23.88888888888889,37.0,980.21,,,,,,,,,,,,,2020-10-15 20:30:59,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,7.5,7.31,7.31,7.12,7.28,9.44
5460,,40.72751,-111.861434,1027 Hollywood,outside,0.37,71.0,21.666666666666668,15.0,879.35,,,,,,,,,,,,,2020-10-15 20:29:59,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,0.6,0.66,0.96,2.28,4.06,15.66
61513,,37.50964,-122.304153,1040 CONTINENTALS IN 1,inside,1.12,87.0,30.555555555555557,24.0,1001.67,,,,,,,,,,,,,2020-10-15 20:31:07,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.6,2.58,3.18,7.87,11.05,11.97
61671,,37.509725,-122.304073,1040 CONTINENTALS IN 2,inside,2.06,84.0,28.88888888888889,26.0,1001.1,,,,,,,,,,,,,2020-10-15 20:30:33,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,1.61,1.74,1.82,3.6,6.69,9.74
72509,,38.02244,-122.532103,1049 Cresta Way,outside,2.04,93.0,33.88888888888889,7.0,1010.52,,,,,,,,,,,,,2020-10-15 20:30:00,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,2.03,2.09,2.81,5.86,6.87,14.31
23943,,64.820823,-147.415847,1051 Dakota St. North Pole AK,outside,0.91,32.0,0.0,46.0,1017.8,,,,,,,,,,,,,2020-10-15 20:31:21,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,0.42,0.83,1.12,1.61,5.18,12.99
76623,,35.353182,-113.746199,10546 spring valley drive,outside,0.67,87.0,30.555555555555557,7.0,876.43,,,,,,,,,,,,,2020-10-15 20:30:43,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.97,1.69,2.91,5.42,5.16,2.3
47495,,35.965694,-78.804272,106 Calico Court,outside,14.77,90.0,32.22222222222222,35.0,1004.18,,,,,,,,,,,,,2020-10-15 20:31:04,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,15.2,14.91,14.04,11.46,10.24,11.69
23311,,38.062702,-122.175862,1072 West L Street,outside,0.96,107.0,41.66666666666667,8.0,1012.53,,,,,,,,,,,,,2020-10-15 20:31:06,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.86,0.98,1.27,3.89,6.2,23.92
66673,,37.780739,-122.411768,1075 Market St,inside,20.31,88.0,31.111111111111114,24.0,1000.78,,,,,,,,,,,,,2020-10-15 20:31:28,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,20.6,19.96,18.66,17.14,14.07,11.33
63617,,37.454456,-122.123002,108 Jasmine Way,outside,3.88,97.0,36.111111111111114,9.0,1016.03,,,,,,,,,,,,,2020-10-15 20:30:01,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,4.23,4.6,4.27,6.02,8.51,21.54
69223,,37.402519,-122.283286,1080 Bear Gulch,outside,1.47,101.0,38.333333333333336,5.0,957.82,,,,,,,,,,,,,2020-10-15 20:29:53,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,1.26,1.27,1.32,2.32,4.36,10.92
73133,,42.128798,-71.17601,108NMainSharon,outside,2.8,72.0,22.22222222222222,48.0,1007.83,,,,,,,,,,,,,2020-10-15 20:31:36,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.96,2.83,2.94,4.53,3.81,2.78
9014,,40.572341,-79.847495,109 Cove Run,outside,8.53,76.0,24.444444444444446,44.0,982.31,,,,,,,,,,,,,2020-10-15 20:29:56,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,8.08,7.95,7.95,5.44,5.05,7.71
2890,,41.359016,-95.96844,10920 Canyon RD,outside,0.64,68.0,20.0,17.0,979.37,,,,,,,,,,,,,2020-10-15 20:30:58,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.62,0.79,1.08,1.19,2.93,6.89
42905,,39.539897,-123.753534,10Mile,outside,12.77,82.0,27.77777777777778,35.0,1012.72,,,,,,,,,,,,,2020-10-15 20:29:45,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,15.06,17.13,18.26,10.85,6.11,4.33
44457,,39.540006,-123.753688,10MileHouse,inside,0.0,85.0,29.444444444444446,38.0,1013.13,,,,,,,,,,,,,2020-10-15 20:30:39,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,0.28,1.49,2.41,4.4,12.08,12.08
66239,,37.773904,-122.467569,10th and Fulton Deck,outside,2.58,91.0,32.77777777777778,9.0,1008.56,,,,,,,,,,,,,2020-10-15 20:31:16,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.98,3.23,4.18,8.74,9.61,17.79
66061,,37.773826,-122.467982,10th Ave at Fulton,inside,2.13,82.0,27.77777777777778,19.0,1008.6,,,,,,,,,,,,,2020-10-15 20:29:40,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,2.44,2.67,3.58,7.12,6.98,10.97
70511,,37.785393,-122.4693,10th Ave,outside,6.54,105.0,40.55555555555556,9.0,1011.03,,,,,,,,,,,,,2020-10-15 20:30:09,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,3.69,3.91,5.41,10.12,10.3,13.32
53973,,37.558026,-122.318923,10th Ave/Palm,outside,2.13,92.0,33.333333333333336,12.0,1015.55,,,,,,,,,,,,,2020-10-15 20:31:05,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,1.95,2.03,2.6,5.52,7.95,22.48
21249,,35.024266,-120.548774,"1105 Trail View Place, Nipomo, CA",outside,30.13,87.0,30.555555555555557,29.0,1005.07,,,,,,,,,,,,,2020-10-15 20:31:02,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,28.81,28.4,28.08,17.9,13.18,18.4
71313,,37.831398,-122.27955,1122 40th,inside,1.88,98.0,36.66666666666667,15.0,1013.97,,,,,,,,,,,,,2020-10-15 20:30:14,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,1.92,2.25,2.51,3.05,3.93,6.23
37971,,37.883729,-122.290362,"1128 Key Route Blvd, Albany CA",outside,1.05,96.0,35.55555555555556,10.0,1013.8,,,,,,,,,,,,,2020-10-15 20:30:55,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.03,1.19,1.5,4.09,6.14,19.24
65491,,37.530251,-122.294832,113 W 40th Ave,outside,1.65,96.0,35.55555555555556,8.0,1013.66,,,,,,,,,,,,,2020-10-15 20:31:24,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.88,2.01,2.36,4.65,6.73,17.75
33823,,42.884995,-78.866696,"113 William st. Buffalo, NY",outside,4.69,61.0,16.11111111111111,60.0,1000.95,,,,,,,,,,,,,2020-10-09 14:42:30,PMS5003+PMS5003+BME280,,,False,False,False,8989,,,,,,,False,7.2,11.06,13.98,12.82,8.47,9.44
73303,,37.771992,-122.4396,1136 Page St,inside,3.01,90.0,32.22222222222222,15.0,1008.31,,,,,,,,,,,,,2020-10-15 20:31:12,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.99,3.23,3.86,7.0,6.56,4.74
5588,,41.868892,-87.629436,1138 PLYMOUTH,outside,0.0,,,,,,,,,,,,,,,,,2020-10-15 20:31:23,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0
54183,,39.983944,-76.173252,115 Old Post Lane,outside,8.81,77.0,25.0,45.0,997.4,,,,,,,,,,,,,2020-10-15 20:30:01,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,8.25,8.49,8.89,8.34,7.66,11.07
74275,,37.464251,-122.12757,1159 Sage St,outside,2.72,95.0,35.0,10.0,1016.0,,,,,,,,,,,,,2020-10-15 20:29:53,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,3.33,3.7,3.42,5.24,7.43,8.93
74195,,37.499699,-122.280346,119 Acaicia Ct.,inside,1.45,88.0,31.111111111111114,30.0,1012.94,,,,,,,,,,,,,2020-10-15 20:31:33,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,2.99,2.85,2.85,3.54,5.65,5.59
79057,,37.352233,-122.136147,11950,outside,4.24,96.0,35.55555555555556,7.0,995.93,,,,,,,,,,,,,2020-10-15 20:30:55,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,3.75,2.98,2.53,5.88,6.75,1.56
62833,,37.775107,-122.469247,11th & Cabrillo,inside,26.19,89.0,31.666666666666668,35.0,1008.45,,,,,,,,,,,,,2020-09-11 22:38:58,PMS5003+PMS5003+BME280,,,False,False,False,48832,,,,,,,False,26.94,24.99,22.33,19.07,12.75,4.94
60285,,37.77514,-122.469247,11th & Cabrillo outside,outside,34.28,85.0,29.444444444444446,44.0,1008.1,,,,,,,,,,,,,2020-09-11 22:37:49,PMS5003+PMS5003+BME280,,,False,False,False,48833,,,,,,,False,55.46,112.92,145.45,171.17,110.91,31.38
13143,,38.006316,-122.630646,120 pine ave,outside,1.18,93.0,33.88888888888889,16.0,994.3,,,,,,,,,,,,,2020-10-15 20:30:54,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.45,1.87,2.58,4.52,5.27,21.06
63383,,37.765344,-122.470844,1201 Funston Ave,inside,2.8,83.0,28.333333333333336,27.0,1008.16,,,,,,,,,,,,,2020-10-15 15:31:01,PMS5003+PMS5003+BME280,,,False,False,False,300,,,,,,,False,2.96,3.74,4.56,5.62,5.6,10.81
73275,,,,"1205 Dorothy Way, Modesto, CA",outside,7.09,83.0,28.333333333333336,31.0,1013.5,,,,,,,,,,,,,2020-10-15 20:31:05,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,7.68,6.67,5.54,4.23,10.49,6.68
5416,,37.274816,-107.098936,121 Dutton Pagoda Springs Co,outside,0.15,84.0,28.88888888888889,7.0,772.8,,,,,,,,,,,,,2020-10-15 20:31:27,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.23,0.36,0.65,2.09,2.82,9.15
55339,,40.673155,-74.303564,121 park dr kenilworth nj 07033,outside,4.66,77.0,25.0,41.0,1010.79,,,,,,,,,,,,,2020-10-15 20:30:23,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,4.48,4.63,5.11,7.76,12.43,11.83
61199,,36.445955,-121.798002,"121 Rancho San Carlos Road, Carmel CA 93923",outside,1.75,95.0,35.0,10.0,966.58,,,,,,,,,,,,,2020-10-15 20:31:10,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.7,1.53,1.48,2.47,3.83,11.8
32553,,64.90141,-147.75743,"1231 Sundance, Fairbanks",outside,0.09,29.0,-1.6666666666666667,45.0,1008.93,,,,,,,,,,,,,2020-10-15 20:31:34,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.16,0.16,0.16,0.18,0.38,1.24
73353,,37.358045,-122.115569,12380 barley hill rd,inside,0.56,89.0,31.666666666666668,29.0,1004.35,,,,,,,,,,,,,2020-10-15 20:31:31,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,0.9,0.95,1.0,1.27,2.2,2.57
62649,,37.881638,-122.291868,1242 Evelyn Ave,inside,0.2,91.0,32.77777777777778,25.0,1013.45,,,,,,,,,,,,,2020-10-15 20:31:10,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,0.5,0.95,1.01,2.14,4.22,7.47
66821,,37.352013,-122.079582,1250 Fremont Ave - Family Room,inside,0.66,85.0,29.444444444444446,23.0,1008.31,,,,,,,,,,,,,2020-10-15 20:30:52,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.56,0.47,0.36,0.49,1.21,3.22
68699,,37.352004,-122.07945,1250 Fremont Ave - Outside,outside,4.86,94.0,34.44444444444444,10.0,1008.26,,,,,,,,,,,,,2020-10-15 20:31:14,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,5.67,5.16,4.24,4.21,7.24,16.42
61097,,41.494762,-81.709823,1255 W.25 St,outside,6.0,79.0,26.11111111111111,21.0,998.32,,,,,,,,,,,,,2020-10-09 00:07:22,PMS5003+PMS5003+BME280,,,False,False,False,9864,,,,,,,False,4.74,3.74,2.94,5.24,7.45,6.38
12322,,40.796744,-111.936001,1262 N. Carousel Street,outside,0.35,69.0,20.555555555555557,16.0,883.35,,,,,,,,,,,,,2020-10-15 20:30:50,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,0.29,0.23,0.34,1.03,3.32,13.48
77595,,37.406952,-121.996267,"1281 Lawrence Station Rd Sunnyvale, CA 94089",inside,20.16,87.0,30.555555555555557,13.0,867.49,,,,,,,,,,,,,2020-10-06 23:41:14,PMS5003+PMS5003+BME280,,,False,False,False,12770,,,,,,,False,28.21,73.01,73.91,25.06,7.05,1.04
40575,,37.773378,-122.470067,12th & Fulton,inside,0.25,82.0,27.77777777777778,32.0,1008.45,,,,,,,,,,,,,2020-10-15 20:29:52,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,0.36,0.4,0.79,2.41,2.08,5.42
40573,,37.773474,-122.470005,12th & Fulton Indoor,inside,2.81,84.0,28.88888888888889,20.0,1008.12,,,,,,,,,,,,,2020-10-15 20:31:13,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,3.34,3.61,3.82,3.9,4.06,8.01
71325,,37.786258,-122.47124,12th and Lake,inside,3.19,89.0,31.666666666666668,27.0,1010.15,,,,,,,,,,,,,2020-10-15 20:31:08,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,3.52,3.43,3.18,5.99,7.15,9.57
76743,,36.620426,-121.914676,12th and Lighthouse,outside,4.16,91.0,32.77777777777778,16.0,1013.2,,,,,,,,,,,,,2020-10-15 20:30:38,PMS5003+PMS5003+BME280,,,False,True,False,1,,,,,,,False,4.92,4.44,5.04,10.26,10.02,3.47
64581,,37.762772,-122.469681,12th Ave,inside,2.52,83.0,28.333333333333336,36.0,1005.65,,,,,,,,,,,,,2020-10-09 21:49:32,PMS5003+PMS5003+BME280,,,False,False,False,8562,,,,,,,False,2.72,2.29,1.73,3.0,6.95,6.41
16863,,64.838225,-147.71021,12th Ave,outside,0.14,33.0,0.5555555555555556,46.0,1016.57,,,,,,,,,,,,,2020-10-15 20:29:38,PMS5003+PMS5003+BME280,,,False,False,False,2,,,,,,,False,0.54,0.6,0.47,0.62,1.25,3.12
19839,,37.770534,-122.414536,12th Street Indoor,inside,8.82,84.0,28.88888888888889,40.0,1015.64,,,,,,,,,,,,,2020-09-26 00:25:07,PMS5003+PMS5003+BME280,,,False,False,False,28566,,,,,,,False,8.96,8.47,8.24,7.99,7.45,18.66
69767,,37.770488,-122.414591,12th Street Indoor Jr.,inside,2.55,87.0,30.555555555555557,24.0,1015.69,,,,,,,,,,,,,2020-10-15 20:30:30,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,3.49,4.25,6.17,11.16,10.37,9.55
60015,,37.762129,-122.469673,12thAve,outside,2.95,98.0,36.66666666666667,8.0,1007.64,,,,,,,,,,,,,2020-10-15 20:30:54,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,3.2,3.48,4.41,8.27,8.57,20.12
58897,,45.000425,-93.256133,12XX John Adams St. NE,outside,2.58,54.0,12.222222222222223,27.0,987.26,,,,,,,,,,,,,2020-10-15 20:30:34,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,2.86,3.33,3.22,2.13,3.61,8.25
4928,,38.090349,-122.238814,1300 Block Lemon,outside,1.98,,,,,,,,,,,,,,,,,2020-10-15 20:31:31,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,1.91,1.97,2.2,5.57,8.03,24.47
74291,,37.627494,-122.05097,1301 Buena Vista Ave,inside,1.15,91.0,32.77777777777778,24.0,1014.98,,,,,,,,,,,,,2020-10-15 20:31:10,PMS5003+PMS5003+BME280,,,False,True,False,0,,,,,,,False,0.83,0.63,0.45,0.55,1.32,2.41
15477,,38.097952,-122.239408,"1303 Ryder st, Vallejo, ca,94590",outside,1.47,,,,,,,,,,,,,,,,,2020-10-15 20:08:31,PMS5003+PMS5003+BME280,,,False,False,False,23,,,,,,,False,6.14,7.93,9.38,23.21,19.33,7.28
31185,,37.22168,-80.394267,1307 Highland Cir,outside,11.7,79.0,26.11111111111111,35.0,936.52,,,,,,,,,,,,,2020-10-15 20:30:02,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,11.33,10.66,9.82,5.98,4.57,7.24
4613,,37.798345,-120.994838,"1311 San Joaquin St Escalon, CA",outside,20.55,90.0,32.22222222222222,25.0,1012.35,,,,,,,,,,,,,2020-10-15 20:29:50,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,20.28,18.89,15.77,8.68,11.47,33.9
19837,,37.806893,-120.995132,"1311 San Joaquin St Escalon, CA Inside",inside,5.28,89.0,31.666666666666668,23.0,1012.82,,,,,,,,,,,,,2020-10-15 20:30:45,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,4.87,3.5,2.66,1.64,2.09,4.13
37121,,37.77074,-122.4308,132 Germania St,outside,2.57,95.0,35.0,12.0,1010.84,,,,,,,,,,,,,2020-10-15 20:29:49,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,3.49,4.54,6.13,10.35,9.9,18.03
66409,,37.359007,-122.080611,1335 sunrise ct,outside,4.19,95.0,35.0,9.0,1009.6,,,,,,,,,,,,,2020-10-15 20:30:55,PMS5003+PMS5003+BME280,,,False,False,False,0,,,,,,,False,4.74,4.36,3.68,4.17,6.97,19.73
66535,,37.358477,-122.080565,1335 sunrise ct inside,inside,1.85,86.0,30.0,27.0,1009.91,,,,,,,,,,,,,2020-10-15 20:29:51,PMS5003+PMS5003+BME280,,,False,False,False,1,,,,,,,False,1.54,1.64,1.64,1.61,2.48,6.07
